image_path,label,label_name
data\numerals\n_2\9704.png,2,n_2
data\numerals\n_2\9705.png,2,n_2
data\numerals\n_2\9706.png,2,n_2
data\numerals\n_2\9707.png,2,n_2
data\numerals\n_2\9708.png,2,n_2
data\numerals\n_2\9709.png,2,n_2
data\numerals\n_2\9710.png,2,n_2
data\numerals\n_2\9711.png,2,n_2
data\numerals\n_2\9712.png,2,n_2
data\numerals\n_2\9713.png,2,n_2
data\numerals\n_2\9714.png,2,n_2
data\numerals\n_2\9715.png,2,n_2
data\numerals\n_2\9716.png,2,n_2
data\numerals\n_2\9717.png,2,n_2
data\numerals\n_2\9718.png,2,n_2
data\numerals\n_2\9719.png,2,n_2
data\numerals\n_2\9720.png,2,n_2
data\numerals\n_2\9721.png,2,n_2
data\numerals\n_2\9722.png,2,n_2
data\numerals\n_2\9723.png,2,n_2
data\numerals\n_2\9724.png,2,n_2
data\numerals\n_2\9725.png,2,n_2
data\numerals\n_2\9726.png,2,n_2
data\numerals\n_2\9727.png,2,n_2
data\numerals\n_2\9728.png,2,n_2
data\numerals\n_2\9729.png,2,n_2
data\numerals\n_2\9730.png,2,n_2
data\numerals\n_2\9731.png,2,n_2
data\numerals\n_2\9732.png,2,n_2
data\numerals\n_2\9733.png,2,n_2
data\numerals\n_2\9734.png,2,n_2
data\numerals\n_2\9735.png,2,n_2
data\numerals\n_2\9736.png,2,n_2
data\numerals\n_2\9737.png,2,n_2
data\numerals\n_2\9738.png,2,n_2
data\numerals\n_2\9739.png,2,n_2
data\numerals\n_2\9740.png,2,n_2
data\numerals\n_2\9741.png,2,n_2
data\numerals\n_2\9742.png,2,n_2
data\numerals\n_2\9743.png,2,n_2
data\numerals\n_2\9744.png,2,n_2
data\numerals\n_2\9745.png,2,n_2
data\numerals\n_2\9746.png,2,n_2
data\numerals\n_2\9747.png,2,n_2
data\numerals\n_2\9748.png,2,n_2
data\numerals\n_2\9749.png,2,n_2
data\numerals\n_2\9750.png,2,n_2
data\numerals\n_2\9751.png,2,n_2
data\numerals\n_2\9752.png,2,n_2
data\numerals\n_2\9753.png,2,n_2
data\numerals\n_2\9754.png,2,n_2
data\numerals\n_2\9755.png,2,n_2
data\numerals\n_2\9756.png,2,n_2
data\numerals\n_2\9757.png,2,n_2
data\numerals\n_2\9758.png,2,n_2
data\numerals\n_2\9759.png,2,n_2
data\numerals\n_2\9760.png,2,n_2
data\numerals\n_2\9761.png,2,n_2
data\numerals\n_2\9762.png,2,n_2
data\numerals\n_2\9763.png,2,n_2
data\numerals\n_2\9764.png,2,n_2
data\numerals\n_2\9765.png,2,n_2
data\numerals\n_2\9766.png,2,n_2
data\numerals\n_2\9767.png,2,n_2
data\numerals\n_2\9768.png,2,n_2
data\numerals\n_2\9769.png,2,n_2
data\numerals\n_2\9770.png,2,n_2
data\numerals\n_2\9771.png,2,n_2
data\numerals\n_2\9772.png,2,n_2
data\numerals\n_2\9773.png,2,n_2
data\numerals\n_2\9774.png,2,n_2
data\numerals\n_2\9775.png,2,n_2
data\numerals\n_2\9776.png,2,n_2
data\numerals\n_2\9777.png,2,n_2
data\numerals\n_2\9778.png,2,n_2
data\numerals\n_2\9779.png,2,n_2
data\numerals\n_2\9780.png,2,n_2
data\numerals\n_2\9781.png,2,n_2
data\numerals\n_3\001_01.jpg,3,n_3
data\numerals\n_3\001_02.jpg,3,n_3
data\numerals\n_3\001_03.jpg,3,n_3
data\numerals\n_3\001_04.jpg,3,n_3
data\numerals\n_3\001_05.jpg,3,n_3
data\numerals\n_3\001_06.jpg,3,n_3
data\numerals\n_3\001_07.jpg,3,n_3
data\numerals\n_3\001_08.jpg,3,n_3
data\numerals\n_3\001_09.jpg,3,n_3
data\numerals\n_3\001_10.jpg,3,n_3
data\numerals\n_3\001_11.jpg,3,n_3
data\numerals\n_3\001_12.jpg,3,n_3
data\numerals\n_3\001_13.jpg,3,n_3
data\numerals\n_3\001_14.jpg,3,n_3
data\numerals\n_3\001_15.jpg,3,n_3
data\numerals\n_3\001_16.jpg,3,n_3
data\numerals\n_3\001_17.jpg,3,n_3
data\numerals\n_3\001_18.jpg,3,n_3
data\numerals\n_3\001_19.jpg,3,n_3
data\numerals\n_3\001_20.jpg,3,n_3
data\numerals\n_3\001_21.jpg,3,n_3
data\numerals\n_3\001_22.jpg,3,n_3
data\numerals\n_3\001_23.jpg,3,n_3
data\numerals\n_3\001_24.jpg,3,n_3
data\numerals\n_3\001_25.jpg,3,n_3
data\numerals\n_3\002_01.jpg,3,n_3
data\numerals\n_3\002_02.jpg,3,n_3
data\numerals\n_3\002_03.jpg,3,n_3
data\numerals\n_3\002_04.jpg,3,n_3
data\numerals\n_3\002_05.jpg,3,n_3
data\numerals\n_3\002_06.jpg,3,n_3
data\numerals\n_3\002_07.jpg,3,n_3
data\numerals\n_3\002_08.jpg,3,n_3
data\numerals\n_3\002_09.jpg,3,n_3
data\numerals\n_3\002_10.jpg,3,n_3
data\numerals\n_3\002_11.jpg,3,n_3
data\numerals\n_3\002_12.jpg,3,n_3
data\numerals\n_3\002_13.jpg,3,n_3
data\numerals\n_3\002_14.jpg,3,n_3
data\numerals\n_3\002_15.jpg,3,n_3
data\numerals\n_3\004_01.jpg,3,n_3
data\numerals\n_3\004_02.jpg,3,n_3
data\numerals\n_3\004_03.jpg,3,n_3
data\numerals\n_3\004_04.jpg,3,n_3
data\numerals\n_3\004_05.jpg,3,n_3
data\numerals\n_3\004_06.jpg,3,n_3
data\numerals\n_3\004_07.jpg,3,n_3
data\numerals\n_3\004_08.jpg,3,n_3
data\numerals\n_3\004_09.jpg,3,n_3
data\numerals\n_3\004_10.jpg,3,n_3
data\numerals\n_3\004_11.jpg,3,n_3
data\numerals\n_3\004_12.jpg,3,n_3
data\numerals\n_3\005_01.jpg,3,n_3
data\numerals\n_3\005_02.jpg,3,n_3
data\numerals\n_3\005_03.jpg,3,n_3
data\numerals\n_3\005_04.jpg,3,n_3
data\numerals\n_3\005_05.jpg,3,n_3
data\numerals\n_3\005_06.jpg,3,n_3
data\numerals\n_3\005_07.jpg,3,n_3
data\numerals\n_3\005_08.jpg,3,n_3
data\numerals\n_3\005_09.jpg,3,n_3
data\numerals\n_3\005_10.jpg,3,n_3
data\numerals\n_3\005_11.jpg,3,n_3
data\numerals\n_3\005_12.jpg,3,n_3
data\numerals\n_3\005_13.jpg,3,n_3
data\numerals\n_3\005_14.jpg,3,n_3
data\numerals\n_3\005_15.jpg,3,n_3
data\numerals\n_3\006_01.jpg,3,n_3
data\numerals\n_3\006_02.jpg,3,n_3
data\numerals\n_3\006_03.jpg,3,n_3
data\numerals\n_3\006_04.jpg,3,n_3
data\numerals\n_3\006_05.jpg,3,n_3
data\numerals\n_3\006_06.jpg,3,n_3
data\numerals\n_3\006_07.jpg,3,n_3
data\numerals\n_3\006_08.jpg,3,n_3
data\numerals\n_3\006_09.jpg,3,n_3
data\numerals\n_3\006_10.jpg,3,n_3
data\numerals\n_3\007_01.jpg,3,n_3
data\numerals\n_3\007_02.jpg,3,n_3
data\numerals\n_3\007_03.jpg,3,n_3
data\numerals\n_3\007_04.jpg,3,n_3
data\numerals\n_3\007_05.jpg,3,n_3
data\numerals\n_3\007_06.jpg,3,n_3
data\numerals\n_3\007_07.jpg,3,n_3
data\numerals\n_3\007_08.jpg,3,n_3
data\numerals\n_3\007_09.jpg,3,n_3
data\numerals\n_3\007_10.jpg,3,n_3
data\numerals\n_3\008_01.jpg,3,n_3
data\numerals\n_3\008_02.jpg,3,n_3
data\numerals\n_3\008_03.jpg,3,n_3
data\numerals\n_3\008_04.jpg,3,n_3
data\numerals\n_3\008_05.jpg,3,n_3
data\numerals\n_3\008_06.jpg,3,n_3
data\numerals\n_3\008_07.jpg,3,n_3
data\numerals\n_3\008_08.jpg,3,n_3
data\numerals\n_3\008_09.jpg,3,n_3
data\numerals\n_3\008_10.jpg,3,n_3
data\numerals\n_3\010_01.jpg,3,n_3
data\numerals\n_3\010_02.jpg,3,n_3
data\numerals\n_3\010_03.jpg,3,n_3
data\numerals\n_3\010_04.jpg,3,n_3
data\numerals\n_3\010_05.jpg,3,n_3
data\numerals\n_3\010_06.jpg,3,n_3
data\numerals\n_3\010_07.jpg,3,n_3
data\numerals\n_3\010_08.jpg,3,n_3
data\numerals\n_3\010_09.jpg,3,n_3
data\numerals\n_3\010_10.jpg,3,n_3
data\numerals\n_3\011_01.jpg,3,n_3
data\numerals\n_3\011_02.jpg,3,n_3
data\numerals\n_3\011_03.jpg,3,n_3
data\numerals\n_3\011_04.jpg,3,n_3
data\numerals\n_3\011_05.jpg,3,n_3
data\numerals\n_3\011_06.jpg,3,n_3
data\numerals\n_3\011_07.jpg,3,n_3
data\numerals\n_3\011_08.jpg,3,n_3
data\numerals\n_3\011_09.jpg,3,n_3
data\numerals\n_3\011_10.jpg,3,n_3
data\numerals\n_3\012_01.jpg,3,n_3
data\numerals\n_3\012_02.jpg,3,n_3
data\numerals\n_3\012_03.jpg,3,n_3
data\numerals\n_3\012_04.jpg,3,n_3
data\numerals\n_3\012_05.jpg,3,n_3
data\numerals\n_3\012_06.jpg,3,n_3
data\numerals\n_3\012_07.jpg,3,n_3
data\numerals\n_3\012_08.jpg,3,n_3
data\numerals\n_3\012_09.jpg,3,n_3
data\numerals\n_3\012_10.jpg,3,n_3
data\numerals\n_3\012_11.jpg,3,n_3
data\numerals\n_3\012_12.jpg,3,n_3
data\numerals\n_3\012_13.jpg,3,n_3
data\numerals\n_3\012_14.jpg,3,n_3
data\numerals\n_3\012_15.jpg,3,n_3
data\numerals\n_3\012_16.jpg,3,n_3
data\numerals\n_3\012_17.jpg,3,n_3
data\numerals\n_3\013_01.jpg,3,n_3
data\numerals\n_3\013_02.jpg,3,n_3
data\numerals\n_3\013_03.jpg,3,n_3
data\numerals\n_3\013_04.jpg,3,n_3
data\numerals\n_3\013_05.jpg,3,n_3
data\numerals\n_3\013_06.jpg,3,n_3
data\numerals\n_3\013_07.jpg,3,n_3
data\numerals\n_3\013_08.jpg,3,n_3
data\numerals\n_3\013_09.jpg,3,n_3
data\numerals\n_3\013_10.jpg,3,n_3
data\numerals\n_3\014_01.jpg,3,n_3
data\numerals\n_3\014_02.jpg,3,n_3
data\numerals\n_3\014_03.jpg,3,n_3
data\numerals\n_3\014_04.jpg,3,n_3
data\numerals\n_3\014_05.jpg,3,n_3
data\numerals\n_3\014_06.jpg,3,n_3
data\numerals\n_3\014_07.jpg,3,n_3
data\numerals\n_3\014_08.jpg,3,n_3
data\numerals\n_3\014_09.jpg,3,n_3
data\numerals\n_3\014_10.jpg,3,n_3
data\numerals\n_3\015_01.jpg,3,n_3
data\numerals\n_3\015_02.jpg,3,n_3
data\numerals\n_3\015_03.jpg,3,n_3
data\numerals\n_3\015_04.jpg,3,n_3
data\numerals\n_3\015_05.jpg,3,n_3
data\numerals\n_3\015_06.jpg,3,n_3
data\numerals\n_3\015_07.jpg,3,n_3
data\numerals\n_3\015_08.jpg,3,n_3
data\numerals\n_3\015_09.jpg,3,n_3
data\numerals\n_3\015_10.jpg,3,n_3
data\numerals\n_3\016_01.jpg,3,n_3
data\numerals\n_3\016_02.jpg,3,n_3
data\numerals\n_3\016_03.jpg,3,n_3
data\numerals\n_3\016_04.jpg,3,n_3
data\numerals\n_3\016_05.jpg,3,n_3
data\numerals\n_3\016_06.jpg,3,n_3
data\numerals\n_3\016_07.jpg,3,n_3
data\numerals\n_3\016_08.jpg,3,n_3
data\numerals\n_3\016_09.jpg,3,n_3
data\numerals\n_3\016_10.jpg,3,n_3
data\numerals\n_3\017_01.jpg,3,n_3
data\numerals\n_3\017_02.jpg,3,n_3
data\numerals\n_3\017_03.jpg,3,n_3
data\numerals\n_3\017_04.jpg,3,n_3
data\numerals\n_3\017_05.jpg,3,n_3
data\numerals\n_3\017_06.jpg,3,n_3
data\numerals\n_3\017_07.jpg,3,n_3
data\numerals\n_3\017_08.jpg,3,n_3
data\numerals\n_3\017_09.jpg,3,n_3
data\numerals\n_3\017_10.jpg,3,n_3
data\numerals\n_3\018_01.jpg,3,n_3
data\numerals\n_3\018_02.jpg,3,n_3
data\numerals\n_3\018_03.jpg,3,n_3
data\numerals\n_3\018_04.jpg,3,n_3
data\numerals\n_3\018_05.jpg,3,n_3
data\numerals\n_3\018_06.jpg,3,n_3
data\numerals\n_3\018_07.jpg,3,n_3
data\numerals\n_3\018_08.jpg,3,n_3
data\numerals\n_3\018_09.jpg,3,n_3
data\numerals\n_3\018_10.jpg,3,n_3
data\numerals\n_3\019_01.jpg,3,n_3
data\numerals\n_3\019_02.jpg,3,n_3
data\numerals\n_3\019_03.jpg,3,n_3
data\numerals\n_3\019_04.jpg,3,n_3
data\numerals\n_3\019_05.jpg,3,n_3
data\numerals\n_3\019_06.jpg,3,n_3
data\numerals\n_3\019_07.jpg,3,n_3
data\numerals\n_3\019_08.jpg,3,n_3
data\numerals\n_3\019_09.jpg,3,n_3
data\numerals\n_3\019_10.jpg,3,n_3
data\numerals\n_3\020_01.jpg,3,n_3
data\numerals\n_3\020_02.jpg,3,n_3
data\numerals\n_3\020_03.jpg,3,n_3
data\numerals\n_3\020_04.jpg,3,n_3
data\numerals\n_3\020_05.jpg,3,n_3
data\numerals\n_3\020_06.jpg,3,n_3
data\numerals\n_3\020_07.jpg,3,n_3
data\numerals\n_3\020_08.jpg,3,n_3
data\numerals\n_3\020_09.jpg,3,n_3
data\numerals\n_3\020_10.jpg,3,n_3
data\numerals\n_3\021_01.jpg,3,n_3
data\numerals\n_3\021_02.jpg,3,n_3
data\numerals\n_3\021_03.jpg,3,n_3
data\numerals\n_3\021_04.jpg,3,n_3
data\numerals\n_3\021_05.jpg,3,n_3
data\numerals\n_3\021_06.jpg,3,n_3
data\numerals\n_3\021_07.jpg,3,n_3
data\numerals\n_3\021_08.jpg,3,n_3
data\numerals\n_3\021_09.jpg,3,n_3
data\numerals\n_3\021_10.jpg,3,n_3
data\numerals\n_3\022_01.jpg,3,n_3
data\numerals\n_3\022_02.jpg,3,n_3
data\numerals\n_3\022_03.jpg,3,n_3
data\numerals\n_3\022_04.jpg,3,n_3
data\numerals\n_3\022_05.jpg,3,n_3
data\numerals\n_3\022_06.jpg,3,n_3
data\numerals\n_3\022_07.jpg,3,n_3
data\numerals\n_3\022_08.jpg,3,n_3
data\numerals\n_3\023_01.jpg,3,n_3
data\numerals\n_3\023_02.jpg,3,n_3
data\numerals\n_3\024_01.jpg,3,n_3
data\numerals\n_3\024_02.jpg,3,n_3
data\numerals\n_3\025_01.jpg,3,n_3
data\numerals\n_3\025_02.jpg,3,n_3
data\numerals\n_3\025_03.jpg,3,n_3
data\numerals\n_3\025_04.jpg,3,n_3
data\numerals\n_3\025_05.jpg,3,n_3
data\numerals\n_3\025_06.jpg,3,n_3
data\numerals\n_3\027_01.jpg,3,n_3
data\numerals\n_3\027_02.jpg,3,n_3
data\numerals\n_3\027_03.jpg,3,n_3
data\numerals\n_3\028_01.jpg,3,n_3
data\numerals\n_3\028_02.jpg,3,n_3
data\numerals\n_3\028_03.jpg,3,n_3
data\numerals\n_3\028_04.jpg,3,n_3
data\numerals\n_3\028_05.jpg,3,n_3
data\numerals\n_3\029_01.jpg,3,n_3
data\numerals\n_3\030_01.jpg,3,n_3
data\numerals\n_3\030_02.jpg,3,n_3
data\numerals\n_3\030_03.jpg,3,n_3
data\numerals\n_3\030_04.jpg,3,n_3
data\numerals\n_3\032_01.jpg,3,n_3
data\numerals\n_3\032_02.jpg,3,n_3
data\numerals\n_3\033_01.jpg,3,n_3
data\numerals\n_3\033_02.jpg,3,n_3
data\numerals\n_3\034_01.jpg,3,n_3
data\numerals\n_3\034_02.jpg,3,n_3
data\numerals\n_3\035_01.jpg,3,n_3
data\numerals\n_3\035_02.jpg,3,n_3
data\numerals\n_3\036_01.jpg,3,n_3
data\numerals\n_3\036_02.jpg,3,n_3
data\numerals\n_3\037_01.jpg,3,n_3
data\numerals\n_3\037_02.jpg,3,n_3
data\numerals\n_3\038_01.jpg,3,n_3
data\numerals\n_3\038_02.jpg,3,n_3
data\numerals\n_3\039_01.jpg,3,n_3
data\numerals\n_3\039_02.jpg,3,n_3
data\numerals\n_3\039_03.jpg,3,n_3
data\numerals\n_3\039_04.jpg,3,n_3
data\numerals\n_3\039_05.jpg,3,n_3
data\numerals\n_3\040_01.jpg,3,n_3
data\numerals\n_3\040_02.jpg,3,n_3
data\numerals\n_3\041_01.jpg,3,n_3
data\numerals\n_3\041_02.jpg,3,n_3
data\numerals\n_3\042_01.jpg,3,n_3
data\numerals\n_3\042_02.jpg,3,n_3
data\numerals\n_3\043_01.jpg,3,n_3
data\numerals\n_3\043_02.jpg,3,n_3
data\numerals\n_3\044_01.jpg,3,n_3
data\numerals\n_3\044_02.jpg,3,n_3
data\numerals\n_3\045_01.jpg,3,n_3
data\numerals\n_3\045_02.jpg,3,n_3
data\numerals\n_3\046_01.jpg,3,n_3
data\numerals\n_3\046_02.jpg,3,n_3
data\numerals\n_3\12590.png,3,n_3
data\numerals\n_3\12591.png,3,n_3
data\numerals\n_3\12592.png,3,n_3
data\numerals\n_3\12593.png,3,n_3
data\numerals\n_3\12594.png,3,n_3
data\numerals\n_3\12595.png,3,n_3
data\numerals\n_3\12596.png,3,n_3
data\numerals\n_3\12597.png,3,n_3
data\numerals\n_3\12598.png,3,n_3
data\numerals\n_3\12599.png,3,n_3
data\numerals\n_3\12600.png,3,n_3
data\numerals\n_3\12601.png,3,n_3
data\numerals\n_3\12602.png,3,n_3
data\numerals\n_3\12603.png,3,n_3
data\numerals\n_3\12604.png,3,n_3
data\numerals\n_3\12605.png,3,n_3
data\numerals\n_3\12606.png,3,n_3
data\numerals\n_3\12607.png,3,n_3
data\numerals\n_3\12608.png,3,n_3
data\numerals\n_3\12609.png,3,n_3
data\numerals\n_3\12610.png,3,n_3
data\numerals\n_3\12611.png,3,n_3
data\numerals\n_3\12612.png,3,n_3
data\numerals\n_3\12613.png,3,n_3
data\numerals\n_3\12614.png,3,n_3
data\numerals\n_3\12615.png,3,n_3
data\numerals\n_3\12616.png,3,n_3
data\numerals\n_3\12617.png,3,n_3
data\numerals\n_3\12618.png,3,n_3
data\numerals\n_3\12619.png,3,n_3
data\numerals\n_3\12620.png,3,n_3
data\numerals\n_3\12621.png,3,n_3
data\numerals\n_3\12622.png,3,n_3
data\numerals\n_3\12623.png,3,n_3
data\numerals\n_3\12624.png,3,n_3
data\numerals\n_3\12625.png,3,n_3
data\numerals\n_3\12626.png,3,n_3
data\numerals\n_3\12627.png,3,n_3
data\numerals\n_3\12628.png,3,n_3
data\numerals\n_3\12629.png,3,n_3
data\numerals\n_3\12630.png,3,n_3
data\numerals\n_3\12631.png,3,n_3
data\numerals\n_3\12632.png,3,n_3
data\numerals\n_3\12633.png,3,n_3
data\numerals\n_3\12634.png,3,n_3
data\numerals\n_3\12635.png,3,n_3
data\numerals\n_3\12636.png,3,n_3
data\numerals\n_3\12637.png,3,n_3
data\numerals\n_3\12638.png,3,n_3
data\numerals\n_3\12639.png,3,n_3
data\numerals\n_3\12640.png,3,n_3
data\numerals\n_3\12641.png,3,n_3
data\numerals\n_3\12642.png,3,n_3
data\numerals\n_3\12643.png,3,n_3
data\numerals\n_3\12644.png,3,n_3
data\numerals\n_3\12645.png,3,n_3
data\numerals\n_3\12646.png,3,n_3
data\numerals\n_3\12647.png,3,n_3
data\numerals\n_3\12648.png,3,n_3
data\numerals\n_3\13499.png,3,n_3
data\numerals\n_3\13500.png,3,n_3
data\numerals\n_3\13501.png,3,n_3
data\numerals\n_3\13502.png,3,n_3
data\numerals\n_3\13503.png,3,n_3
data\numerals\n_3\13504.png,3,n_3
data\numerals\n_3\13505.png,3,n_3
data\numerals\n_3\13506.png,3,n_3
data\numerals\n_3\13507.png,3,n_3
data\numerals\n_3\13508.png,3,n_3
data\numerals\n_3\13509.png,3,n_3
data\numerals\n_3\13510.png,3,n_3
data\numerals\n_3\13511.png,3,n_3
data\numerals\n_3\13512.png,3,n_3
data\numerals\n_3\13513.png,3,n_3
data\numerals\n_3\13514.png,3,n_3
data\numerals\n_3\13515.png,3,n_3
data\numerals\n_3\13516.png,3,n_3
data\numerals\n_3\13517.png,3,n_3
data\numerals\n_3\13518.png,3,n_3
data\numerals\n_3\18757.png,3,n_3
data\numerals\n_3\18758.png,3,n_3
data\numerals\n_3\18759.png,3,n_3
data\numerals\n_3\18760.png,3,n_3
data\numerals\n_3\18761.png,3,n_3
data\numerals\n_3\18762.png,3,n_3
data\numerals\n_3\18763.png,3,n_3
data\numerals\n_3\18764.png,3,n_3
data\numerals\n_3\18765.png,3,n_3
data\numerals\n_3\18766.png,3,n_3
data\numerals\n_3\18767.png,3,n_3
data\numerals\n_3\18768.png,3,n_3
data\numerals\n_3\18769.png,3,n_3
data\numerals\n_3\18770.png,3,n_3
data\numerals\n_3\18771.png,3,n_3
data\numerals\n_3\18772.png,3,n_3
data\numerals\n_3\18773.png,3,n_3
data\numerals\n_3\18774.png,3,n_3
data\numerals\n_3\18775.png,3,n_3
data\numerals\n_3\18776.png,3,n_3
data\numerals\n_3\18777.png,3,n_3
data\numerals\n_3\18778.png,3,n_3
data\numerals\n_3\18779.png,3,n_3
data\numerals\n_3\18780.png,3,n_3
data\numerals\n_3\18781.png,3,n_3
data\numerals\n_3\18782.png,3,n_3
data\numerals\n_3\18783.png,3,n_3
data\numerals\n_3\18784.png,3,n_3
data\numerals\n_3\18785.png,3,n_3
data\numerals\n_3\18786.png,3,n_3
data\numerals\n_3\18787.png,3,n_3
data\numerals\n_3\18788.png,3,n_3
data\numerals\n_3\18789.png,3,n_3
data\numerals\n_3\18790.png,3,n_3
data\numerals\n_3\18791.png,3,n_3
data\numerals\n_3\18792.png,3,n_3
data\numerals\n_3\18793.png,3,n_3
data\numerals\n_3\18794.png,3,n_3
data\numerals\n_3\18795.png,3,n_3
data\numerals\n_3\18796.png,3,n_3
data\numerals\n_3\18797.png,3,n_3
data\numerals\n_3\18798.png,3,n_3
data\numerals\n_3\18799.png,3,n_3
data\numerals\n_3\18800.png,3,n_3
data\numerals\n_3\18801.png,3,n_3
data\numerals\n_3\18802.png,3,n_3
data\numerals\n_3\18803.png,3,n_3
data\numerals\n_3\18804.png,3,n_3
data\numerals\n_3\18805.png,3,n_3
data\numerals\n_3\18806.png,3,n_3
data\numerals\n_3\18807.png,3,n_3
data\numerals\n_3\18808.png,3,n_3
data\numerals\n_3\18809.png,3,n_3
data\numerals\n_3\18810.png,3,n_3
data\numerals\n_3\18811.png,3,n_3
data\numerals\n_3\18812.png,3,n_3
data\numerals\n_3\18813.png,3,n_3
data\numerals\n_3\18814.png,3,n_3
data\numerals\n_3\18815.png,3,n_3
data\numerals\n_3\18816.png,3,n_3
data\numerals\n_3\18817.png,3,n_3
data\numerals\n_3\18818.png,3,n_3
data\numerals\n_3\18819.png,3,n_3
data\numerals\n_3\18820.png,3,n_3
data\numerals\n_3\18821.png,3,n_3
data\numerals\n_3\18822.png,3,n_3
data\numerals\n_3\18823.png,3,n_3
data\numerals\n_3\18824.png,3,n_3
data\numerals\n_3\18825.png,3,n_3
data\numerals\n_3\18826.png,3,n_3
data\numerals\n_3\18827.png,3,n_3
data\numerals\n_3\18828.png,3,n_3
data\numerals\n_3\18829.png,3,n_3
data\numerals\n_3\18830.png,3,n_3
data\numerals\n_3\18831.png,3,n_3
data\numerals\n_3\18832.png,3,n_3
data\numerals\n_3\18833.png,3,n_3
data\numerals\n_3\18834.png,3,n_3
data\numerals\n_3\18835.png,3,n_3
data\numerals\n_3\18836.png,3,n_3
data\numerals\n_3\18837.png,3,n_3
data\numerals\n_3\22794.png,3,n_3
data\numerals\n_3\22795.png,3,n_3
data\numerals\n_3\22796.png,3,n_3
data\numerals\n_3\22797.png,3,n_3
data\numerals\n_3\22798.png,3,n_3
data\numerals\n_3\22799.png,3,n_3
data\numerals\n_3\22800.png,3,n_3
data\numerals\n_3\22801.png,3,n_3
data\numerals\n_3\22802.png,3,n_3
data\numerals\n_3\22803.png,3,n_3
data\numerals\n_3\22804.png,3,n_3
data\numerals\n_3\22805.png,3,n_3
data\numerals\n_3\22806.png,3,n_3
data\numerals\n_3\22807.png,3,n_3
data\numerals\n_3\22808.png,3,n_3
data\numerals\n_3\22809.png,3,n_3
data\numerals\n_3\22810.png,3,n_3
data\numerals\n_3\22811.png,3,n_3
data\numerals\n_3\22812.png,3,n_3
data\numerals\n_3\22813.png,3,n_3
data\numerals\n_3\29385.png,3,n_3
data\numerals\n_3\29386.png,3,n_3
data\numerals\n_3\29387.png,3,n_3
data\numerals\n_3\29388.png,3,n_3
data\numerals\n_3\29389.png,3,n_3
data\numerals\n_3\29390.png,3,n_3
data\numerals\n_3\29391.png,3,n_3
data\numerals\n_3\29392.png,3,n_3
data\numerals\n_3\29393.png,3,n_3
data\numerals\n_3\29394.png,3,n_3
data\numerals\n_3\29395.png,3,n_3
data\numerals\n_3\29396.png,3,n_3
data\numerals\n_3\29397.png,3,n_3
data\numerals\n_3\29398.png,3,n_3
data\numerals\n_3\29399.png,3,n_3
data\numerals\n_3\29400.png,3,n_3
data\numerals\n_3\29401.png,3,n_3
data\numerals\n_3\29402.png,3,n_3
data\numerals\n_3\29403.png,3,n_3
data\numerals\n_3\29404.png,3,n_3
data\numerals\n_3\29405.png,3,n_3
data\numerals\n_3\29406.png,3,n_3
data\numerals\n_3\29407.png,3,n_3
data\numerals\n_3\29408.png,3,n_3
data\numerals\n_3\29409.png,3,n_3
data\numerals\n_3\29410.png,3,n_3
data\numerals\n_3\29411.png,3,n_3
data\numerals\n_3\29412.png,3,n_3
data\numerals\n_3\29413.png,3,n_3
data\numerals\n_3\29414.png,3,n_3
data\numerals\n_3\29415.png,3,n_3
data\numerals\n_3\29416.png,3,n_3
data\numerals\n_3\29417.png,3,n_3
data\numerals\n_3\29418.png,3,n_3
data\numerals\n_3\29419.png,3,n_3
data\numerals\n_3\29420.png,3,n_3
data\numerals\n_3\29421.png,3,n_3
data\numerals\n_3\29422.png,3,n_3
data\numerals\n_3\29423.png,3,n_3
data\numerals\n_3\29424.png,3,n_3
data\numerals\n_3\29425.png,3,n_3
data\numerals\n_3\29426.png,3,n_3
data\numerals\n_3\29427.png,3,n_3
data\numerals\n_3\29428.png,3,n_3
data\numerals\n_3\29429.png,3,n_3
data\numerals\n_3\29430.png,3,n_3
data\numerals\n_3\29431.png,3,n_3
data\numerals\n_3\29432.png,3,n_3
data\numerals\n_3\29433.png,3,n_3
data\numerals\n_3\29434.png,3,n_3
data\numerals\n_3\29435.png,3,n_3
data\numerals\n_3\29436.png,3,n_3
data\numerals\n_3\29437.png,3,n_3
data\numerals\n_3\29438.png,3,n_3
data\numerals\n_3\29439.png,3,n_3
data\numerals\n_3\29440.png,3,n_3
data\numerals\n_3\29441.png,3,n_3
data\numerals\n_3\29442.png,3,n_3
data\numerals\n_3\29443.png,3,n_3
data\numerals\n_3\29444.png,3,n_3
data\numerals\n_3\29445.png,3,n_3
data\numerals\n_3\29446.png,3,n_3
data\numerals\n_3\29447.png,3,n_3
data\numerals\n_3\29448.png,3,n_3
data\numerals\n_3\29449.png,3,n_3
data\numerals\n_3\29450.png,3,n_3
data\numerals\n_3\29451.png,3,n_3
data\numerals\n_3\29452.png,3,n_3
data\numerals\n_3\29453.png,3,n_3
data\numerals\n_3\29454.png,3,n_3
data\numerals\n_3\29455.png,3,n_3
data\numerals\n_3\29456.png,3,n_3
data\numerals\n_3\29457.png,3,n_3
data\numerals\n_3\29458.png,3,n_3
data\numerals\n_3\29459.png,3,n_3
data\numerals\n_3\29460.png,3,n_3
data\numerals\n_3\29461.png,3,n_3
data\numerals\n_3\29462.png,3,n_3
data\numerals\n_3\29463.png,3,n_3
